Campagne;Nom;Etat;PAD;Date de début prévue;Date de fin prévue;Date de début diffusée;Date de fin diffusée;Annonceur;Responsable commercial;Volume total prévu;Volume payant prévu;Brut prévu;Net prévu;CPM Net payant prévu;CMP Net total prévu;Volume clic prévu;Taux clic prévu;Volume total diffusé;Volume payant diffusé;Brut diffusé;Net diffusé;CPM Net payant diffusé;CMP Net total diffusé;Volume clic diffusé;Taux clic diffusé;Taux d'avancement;Taux d'avancement date;Groupe d'insertions
ABI FENG SHUI - 70726;modif spot 20s + rajout voix off féminine;Réservée;Non;06/08/2021;06/08/2021;06/08/2021;06/08/2021;ABI FENG SHUI;CATHERINE Kevin;0;0;890.00;890.00;0.00;0.00;0;0.00%;0;0;890.00;890.00;0.00;0.00;0;0.00%;0.00%;0.00%;
AHMOD ALI - 67714;AOUT DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;AHMOD ALI;AUFFRET Jerome;0;0;83.33;83.33;0.00;0.00;0;0.00%;0;0;83.33;83.33;0.00;0.00;0;0.00%;0.00%;0.00%;
ATELIER DU MENUISIER - 69196;2020 - RG MASTHEAD APPLI - 2020 - MASTHEAD APP;Réservée;Non;27/08/2021;05/09/2021;27/08/2021;05/09/2021;ATELIER DU MENUISIER;BONJOUR Cyrille;201000;201000;603.00;422.10;2.10;2.10;0;0.00%;201000;201000;603.00;422.10;2.10;2.10;0;0.00%;100.00%;0.00%;2021 RESEAU ASB MASTHEAD AR/LINFO/OR
ATELIER DU MENUISIER - 69196;2020 - RG MASTHEAD - 2020 - MASTHEAD;Réservée;Non;27/08/2021;05/09/2021;27/08/2021;05/09/2021;ATELIER DU MENUISIER;BONJOUR Cyrille;99000;99000;297.00;207.90;2.10;2.10;0;0.00%;99000;99000;297.00;207.90;2.10;2.10;0;0.00%;100.00%;0.00%;2021 RESEAU ASB MASTHEAD AR/LINFO/OR
ATELIER DU MENUISIER - 69196;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;27/08/2021;05/09/2021;27/08/2021;05/09/2021;ATELIER DU MENUISIER;BONJOUR Cyrille;130000;130000;650.00;455.00;3.50;3.50;0;0.00%;130000;130000;650.00;455.00;3.50;3.50;0;0.00%;100.00%;0.00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
ATELIER DU MENUISIER - 69196;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;27/08/2021;05/09/2021;27/08/2021;05/09/2021;ATELIER DU MENUISIER;BONJOUR Cyrille;120000;120000;600.00;420.00;3.50;3.50;0;0.00%;120000;120000;600.00;420.00;3.50;3.50;0;0.00%;100.00%;0.00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AUTOMOBILE REUNION - 64893;AOUT DIFFUSION CATALOGUE RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;AUTOMOBILES REUNION;BOURSIER Estelle;0;0;83.33;83.33;0.00;0.00;0;0.00%;0;0;83.33;83.33;0.00;0.00;0;0.00%;0.00%;0.00%;
BABYRUN PARR METEO - 70433;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - HABILLAGE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;JFC IMPORT;BOSC Florent;0;0;300.00;300.00;0.00;0.00;0;0.00%;0;0;300.00;300.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BABYRUN PARR METEO - 70433;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - LOGO - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;JFC IMPORT;BOSC Florent;0;0;66.66;66.66;0.00;0.00;0;0.00%;0;0;66.66;66.66;0.00;0.00;0;0.00%;0.00%;0.00%;
BABYRUN PARR METEO - 70433;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;JFC IMPORT;BOSC Florent;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
BABYRUN PARR METEO - 70433;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - RECTANGLE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;JFC IMPORT;BOSC Florent;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
BAYER HYDRALIN - 68944;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Non;21/06/2021;15/08/2021;21/06/2021;15/08/2021;BAYER HEALTH CARE;TF1 TF1;19051;19051;481.99;435.00;22.83;22.83;0;0.00%;19051;19051;481.99;435.00;22.83;22.83;0;0.00%;100.00%;0.00%;
BAYER HYDRALIN - 68944;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Non;21/06/2021;15/08/2021;21/06/2021;15/08/2021;BAYER HEALTH CARE;TF1 TF1;51121;51121;1124.66;1015.00;19.86;19.85;0;0.00%;51121;51121;1124.66;1015.00;19.86;19.85;0;0.00%;100.00%;0.00%;
BAZARDIER - 69060;2021 - PREROLL AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;23/07/2021;01/08/2021;23/07/2021;01/08/2021;BAZARDIER;BONJOUR Cyrille;31070;31070;842.10;800.00;25.75;25.75;0;0.00%;31070;31070;842.10;800.00;25.75;25.75;0;0.00%;100.00%;0.00%;
BEROCCA ENERGIE - 70115;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION ;Confirmée;Non;23/08/2021;07/11/2021;23/08/2021;07/11/2021;BAYER HEALTH CARE;TF1 TF1;105767;105767;2326.87;2100.00;19.85;19.85;0;0.00%;105767;105767;2326.87;2100.00;19.85;19.85;0;0.00%;100.00%;0.00%;
BOIRON OSCILLO AOUT 2021 - 70151;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION;Réservée;Non;23/08/2021;29/08/2021;23/08/2021;29/08/2021;LABORATOIRES BOIRON OCEAN INDIEN;BONJOUR Cyrille;50505;50505;1111.11;1000.00;19.80;19.80;0;0.00%;50505;50505;1111.11;1000.00;19.80;19.80;0;0.00%;100.00%;0.00%;
BOSSINI PARR FASHION REUNION - 70426;FASHION REUNION EXTENSION WEB ART.FR;Confirmée;Non;23/07/2021;23/08/2021;23/07/2021;23/08/2021;FIKS;BOURSIER Estelle;0;0;500.00;0.00;0.00;0.00;0;0.00%;0;0;500.00;0.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BURGER KING PARR PACK LADIES - 70444;SM_ANTENNEREUNION series_et_fictions//series_et_fictions/les_feux_de_l_amour - 2020 - RECTANGLE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;S2FOI BURGER KING;CATHERINE Kevin;0;0;33.33;33.33;0.00;0.00;0;0.00%;0;0;33.33;33.33;0.00;0.00;0;0.00%;0.00%;0.00%;
BURGER KING PARR PACK LADIES - 70444;SM_ANTENNEREUNION series_et_fictions//series_et_fictions/les_feux_de_l_amour - 2020 - LOGO - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;S2FOI BURGER KING;CATHERINE Kevin;0;0;33.33;33.33;0.00;0.00;0;0.00%;0;0;33.33;33.33;0.00;0.00;0;0.00%;0.00%;0.00%;
BURGER KING PARR PACK LADIES - 70444;SM_ANTENNEREUNION series_et_fictions//series_et_fictions/les_feux_de_l_amour - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;S2FOI BURGER KING;CATHERINE Kevin;0;0;33.34;33.34;0.00;0.00;0;0.00%;0;0;33.34;33.34;0.00;0.00;0;0.00%;0.00%;0.00%;
BURGER KING PARR PACK LADIES - 70444;SM_ANTENNEREUNION series_et_fictions//series_et_fictions/les_feux_de_l_amour - 2020 - HABILLAGE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;S2FOI BURGER KING;CATHERINE Kevin;0;0;150.00;150.00;0.00;0.00;0;0.00%;0;0;150.00;150.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BURO REUNION - 70088;BANDEAU OFFERT;Confirmée;Non;07/07/2021;14/08/2021;07/07/2021;14/08/2021;SOBURUN;BONJOUR Cyrille;0;0;500.00;0.00;0.00;0.00;0;0.00%;0;0;500.00;0.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BURO REUNION - 70088;GRAND ANGLE;Confirmée;Oui;07/07/2021;14/08/2021;07/07/2021;14/08/2021;SOBURUN;BONJOUR Cyrille;0;0;300.00;300.00;0.00;0.00;0;0.00%;0;0;300.00;300.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BURO REUNION - 70088;HABILLAGE;Confirmée;Non;07/07/2021;14/08/2021;07/07/2021;14/08/2021;SOBURUN;BONJOUR Cyrille;0;0;700.00;700.00;0.00;0.00;0;0.00%;0;0;700.00;700.00;0.00;0.00;0;0.00%;0.00%;0.00%;
BUT - 64863;AOUT DIFFUSION CATALOGUE RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;L.B.D BUT SAVANNA SAS;AUFFRET Jerome;0;0;83.33;83.33;0.00;0.00;0;0.00%;0;0;83.33;83.33;0.00;0.00;0;0.00%;0.00%;0.00%;
CANAL + RUN BTS - 69919;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;02/08/2021;15/08/2021;02/08/2021;15/08/2021;CANAL+ REUNION;BOSC Florent;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;100.00%;0.00%;
CANAL + RUN BTS - 69919;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;02/08/2021;15/08/2021;02/08/2021;15/08/2021;CANAL+ REUNION;BOSC Florent;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;100.00%;0.00%;2021 RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION
CANAL CBOX - 70063;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;Confirmée;Oui;02/07/2021;30/09/2021;02/07/2021;30/09/2021;CANAL+ REUNION;BOSC Florent;57000;57000;855.00;584.82;10.26;10.26;0;0.00%;57000;57000;855.00;584.82;10.26;10.26;0;0.00%;100.00%;0.00%;RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ HORS OR 
CANAL CBOX - 70063;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;Confirmée;Oui;02/07/2021;30/09/2021;02/07/2021;30/09/2021;CANAL+ REUNION;BOSC Florent;121124;121124;1816.87;1242.74;10.26;10.26;0;0.00%;121124;121124;1816.87;1242.74;10.26;10.26;0;0.00%;100.00%;0.00%;RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ HORS OR 
CANAL CBOX BTS JUILLET/AOUT - 69776;2021 - RG INSTREAM AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;26/07/2021;08/08/2021;26/07/2021;08/08/2021;CANAL+ REUNION;BOSC Florent;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;99681;99681;2192.98;1500.00;15.05;15.05;0;0.00%;100.00%;0.00%;
CARREFOUR PARR METEO - 65471;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/08/2021;30/09/2021;01/08/2021;30/09/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;0;0;133.34;133.34;0.00;0.00;0;0.00%;0;0;133.34;133.34;0.00;0.00;0;0.00%;0.00%;0.00%;
CARREFOUR PARR METEO - 65471;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - LOGO - Exclu;Confirmée;Non;01/08/2021;30/09/2021;01/08/2021;30/09/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;0;0;133.32;133.32;0.00;0.00;0;0.00%;0;0;133.32;133.32;0.00;0.00;0;0.00%;0.00%;0.00%;
CARREFOUR PARR METEO - 65471;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - RECTANGLE - Exclu;Confirmée;Non;01/08/2021;30/09/2021;01/08/2021;30/09/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;0;0;133.34;133.34;0.00;0.00;0;0.00%;0;0;133.34;133.34;0.00;0.00;0;0.00%;0.00%;0.00%;
CARREFOUR PARR METEO - 65471;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - HABILLAGE - Exclu;Confirmée;Non;01/08/2021;30/09/2021;01/08/2021;30/09/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;0;0;600.00;600.00;0.00;0.00;0;0.00%;0;0;600.00;600.00;0.00;0.00;0;0.00%;0.00%;0.00%;
CIRRUS AUTORELAIS - 66788;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;Confirmée;Oui;06/08/2021;10/08/2021;06/08/2021;10/08/2021;CIRRUS ;BOURSIER Estelle;86349;86349;1295.24;816.00;9.45;9.45;0;0.00%;86349;86349;1295.24;816.00;9.45;9.45;0;0.00%;100.00%;0.00%;V3-2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CIRRUS AUTORELAIS - 66788;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;Confirmée;Oui;06/08/2021;10/08/2021;06/08/2021;10/08/2021;CIRRUS ;BOURSIER Estelle;40635;40635;609.53;384.00;9.45;9.45;0;0.00%;40635;40635;609.53;384.00;9.45;9.45;0;0.00%;100.00%;0.00%;V3-2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CIRRUS AUTORELAIS - 66788;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;Confirmée;Non;27/08/2021;31/08/2021;27/08/2021;31/08/2021;CIRRUS ;BOURSIER Estelle;86349;86349;1295.24;816.00;9.45;9.45;0;0.00%;86349;86349;1295.24;816.00;9.45;9.45;0;0.00%;100.00%;0.00%;V4-2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CIRRUS AUTORELAIS - 66788;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;Confirmée;Non;27/08/2021;31/08/2021;27/08/2021;31/08/2021;CIRRUS ;BOURSIER Estelle;40635;40635;609.53;384.00;9.45;9.45;0;0.00%;40635;40635;609.53;384.00;9.45;9.45;0;0.00%;100.00%;0.00%;V4-2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CIVIS - 70628;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;Confirmée;Non;09/08/2021;11/08/2021;09/08/2021;11/08/2021;CIVIS;BOURSIER Estelle;25600;25600;384.00;291.84;11.40;11.40;0;0.00%;25600;25600;384.00;291.84;11.40;11.40;0;0.00%;100.00%;0.00%;2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CIVIS - 70628;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;Confirmée;Non;09/08/2021;11/08/2021;09/08/2021;11/08/2021;CIVIS;BOURSIER Estelle;54400;54400;816.00;620.16;11.40;11.40;0;0.00%;54400;54400;816.00;620.16;11.40;11.40;0;0.00%;100.00%;0.00%;2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
CNARM - 70227;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;21/07/2021;01/08/2021;21/07/2021;01/08/2021;CNARM  MOBILITE (LA REUNION);CATHERINE Kevin;130000;130000;3289.00;2000.00;15.38;15.38;0;0.00%;130000;130000;3289.00;2000.00;15.38;15.38;0;0.00%;100.00%;0.00%;
COMPTOIR DU SURGELE - 64935;AOUT OUVERTURE CATALOGUE RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;ARMEMENT DES MASCAREIGNES ;BONJOUR Cyrille;0;0;83.33;83.33;0.00;0.00;0;0.00%;0;0;83.33;83.33;0.00;0.00;0;0.00%;0.00%;0.00%;
CONERSOL PARR SOIREE - 70449;PORTAIL ART 2014 - Habillage - Taille variable selon le site - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;CONERSOL;BOURSIER Estelle;0;0;300.00;300.00;0.00;0.00;0;0.00%;0;0;300.00;300.00;0.00;0.00;0;0.00%;0.00%;0.00%;
CONERSOL PARR SOIREE - 70449;PORTAIL ART 2014 - Logo - Taille Variable - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;CONERSOL;BOURSIER Estelle;0;0;66.66;66.66;0.00;0.00;0;0.00%;0;0;66.66;66.66;0.00;0.00;0;0.00%;0.00%;0.00%;
CONERSOL PARR SOIREE - 70449;PORTAIL ART 2014 - Rectangle - 300x250 - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;CONERSOL;BOURSIER Estelle;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
CONERSOL PARR SOIREE - 70449;PORTAIL ART 2014 - Mégabanniére - 728x90 - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;CONERSOL;BOURSIER Estelle;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
CORINE DE FARME PARR METEO - 70629;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - LOGO - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;LABORATOIRE SARBEC;TF1 TF1;0;0;66.66;66.66;0.00;0.00;0;0.00%;0;0;66.66;66.66;0.00;0.00;0;0.00%;0.00%;0.00%;
CORINE DE FARME PARR METEO - 70629;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - RECTANGLE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;LABORATOIRE SARBEC;TF1 TF1;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
CORINE DE FARME PARR METEO - 70629;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;LABORATOIRE SARBEC;TF1 TF1;0;0;66.67;66.67;0.00;0.00;0;0.00%;0;0;66.67;66.67;0.00;0.00;0;0.00%;0.00%;0.00%;
CORINE DE FARME PARR METEO - 70629;SM_ANTENNEREUNION info_et_magazines//meteo - 2020 - HABILLAGE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;LABORATOIRE SARBEC;TF1 TF1;0;0;300.00;300.00;0.00;0.00;0;0.00%;0;0;300.00;300.00;0.00;0.00;0;0.00%;0.00%;0.00%;
DEAL - 67572;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Confirmée;Oui;28/07/2021;01/08/2021;28/07/2021;01/08/2021;DEAL REUNION;BOSC Florent;96000;96000;480.00;320.00;3.33;3.33;0;0.00%;96000;96000;480.00;320.00;3.33;3.33;0;0.00%;100.00%;0.00%;2021- RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
DEAL - 67572;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Confirmée;Oui;28/07/2021;01/08/2021;28/07/2021;01/08/2021;DEAL REUNION;BOSC Florent;104000;104000;520.00;346.67;3.33;3.33;0;0.00%;104000;104000;520.00;346.67;3.33;3.33;0;0.00%;100.00%;0.00%;2021- RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
DECATHLON - 70300;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Non;02/08/2021;15/08/2021;02/08/2021;15/08/2021;DECATHLON MAREBAM;AUFFRET Jerome;102000;102000;2692.85;1885.00;18.48;18.48;0;0.00%;102000;102000;2692.85;1885.00;18.48;18.48;0;0.00%;100.00%;0.00%;
DECATHLON - 70627;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;Confirmée;Oui;03/08/2021;12/08/2021;03/08/2021;12/08/2021;DECATHLON MAREBAM;AUFFRET Jerome;32000;32000;480.00;319.20;9.98;9.98;0;0.00%;32000;32000;480.00;319.20;9.98;9.98;0;0.00%;100.00%;0.00%;2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
DECATHLON - 70627;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Confirmée;Oui;03/08/2021;12/08/2021;03/08/2021;12/08/2021;DECATHLON MAREBAM;AUFFRET Jerome;144000;144000;720.00;478.80;3.33;3.33;0;0.00%;144000;144000;720.00;478.80;3.33;3.33;0;0.00%;100.00%;0.00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
DECATHLON - 70627;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Confirmée;Oui;03/08/2021;12/08/2021;03/08/2021;12/08/2021;DECATHLON MAREBAM;AUFFRET Jerome;156000;156000;780.00;518.70;3.33;3.33;0;0.00%;156000;156000;780.00;518.70;3.33;3.33;0;0.00%;100.00%;0.00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
DECATHLON - 70627;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;Confirmée;Oui;03/08/2021;12/08/2021;03/08/2021;12/08/2021;DECATHLON MAREBAM;AUFFRET Jerome;68000;68000;1020.00;678.30;9.98;9.98;0;0.00%;68000;68000;1020.00;678.30;9.98;9.98;0;0.00%;100.00%;0.00%;2021 RESEAU ASB INTERSTITIEL RG AR/LINFO/DTJ/OR
ESPACE DECO - 68882;2020 - RG INSTREAM - 2020 - INSTREAM;Confirmée;Oui;23/07/2021;08/08/2021;23/07/2021;08/08/2021;ESPACE DECO;BOURSIER Estelle;23220;23220;740.74;600.00;25.84;25.84;0;0.00%;23220;23220;740.74;600.00;25.84;25.84;0;0.00%;100.00%;0.00%;V3 - INSTREAM RG AR/LINFO/TF1/M6/DAILYMOTION
ESPACE DECO - 68882;2020 - RG INSTREAM - 2020 - INSTREAM;Confirmée;Non;27/08/2021;19/09/2021;27/08/2021;19/09/2021;ESPACE DECO;BOURSIER Estelle;23220;23220;740.74;600.00;25.84;25.84;0;0.00%;23220;23220;740.74;600.00;25.84;25.84;0;0.00%;100.00%;0.00%;V4 - INSTREAM RG AR/LINFO/TF1/M6/DAILYMOTION
FDJ -  KENO - 69907;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;12/07/2021;01/08/2021;12/07/2021;01/08/2021;LA FRANCAISE DES JEUX;BONJOUR Cyrille;35597;35597;1052.63;1000.00;28.09;28.09;0;0.00%;35597;35597;1052.63;1000.00;28.09;28.09;0;0.00%;100.00%;0.00%;
FDJ ILLIKO - 70339;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;30/08/2021;12/09/2021;30/08/2021;12/09/2021;LA FRANCAISE DES JEUX;BONJOUR Cyrille;57416;57416;1263.15;1200.00;20.90;20.90;0;0.00%;57416;57416;1263.15;1200.00;20.90;20.90;0;0.00%;100.00%;0.00%;
FDJ SLV 13  - AOÛT - 70295;2021 - RG INSTREAM - AR/LINFO/TF1/M6/DAILYMOTION;Confirmée;Oui;07/08/2021;13/08/2021;07/08/2021;13/08/2021;LA FRANCAISE DES JEUX;BONJOUR Cyrille;43062;43062;947.36;900.00;20.90;20.90;0;0.00%;43062;43062;947.36;900.00;20.90;20.90;0;0.00%;100.00%;0.00%;
FNAC - 65665;DIFFUSION CATALOGUE RODZAFER ;Confirmée;Non;12/07/2021;15/08/2021;12/07/2021;15/08/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;2000;2000;300.00;300.00;150.00;150.00;0;0.00%;2000;2000;300.00;300.00;150.00;150.00;0;0.00%;100.00%;0.00%;
FNAC - 65665;DIFFUSION CATALOGUE RODZAFER ;Confirmée;Non;16/08/2021;03/09/2021;16/08/2021;03/09/2021;VINDEMIA DISTRIBUTION;AUFFRET Jerome;2000;2000;300.00;300.00;150.00;150.00;0;0.00%;2000;2000;300.00;300.00;150.00;150.00;0;0.00%;100.00%;0.00%;
FOIR'FOUILLE - 64934;AOUT OUVERTURE CATALOGUE RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;CODISNA SAS;BOURSIER Estelle;0;0;83.33;83.33;0.00;0.00;0;0.00%;0;0;83.33;83.33;0.00;0.00;0;0.00%;0.00%;0.00%;
FRANCE PARE BRISE PARR SERIE - 70454;SM_ANTENNEREUNION - 2020 - HABILLAGE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;FRANCE PARE BRISE;TF1 TF1;0;0;150.00;150.00;0.00;0.00;0;0.00%;0;0;150.00;150.00;0.00;0.00;0;0.00%;0.00%;0.00%;
FRANCE PARE BRISE PARR SERIE - 70454;SM_ANTENNEREUNION - 2020 - LOGO - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;FRANCE PARE BRISE;TF1 TF1;0;0;33.33;33.33;0.00;0.00;0;0.00%;0;0;33.33;33.33;0.00;0.00;0;0.00%;0.00%;0.00%;
FRANCE PARE BRISE PARR SERIE - 70454;SM_ANTENNEREUNION - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;FRANCE PARE BRISE;TF1 TF1;0;0;33.34;33.34;0.00;0.00;0;0.00%;0;0;33.34;33.34;0.00;0.00;0;0.00%;0.00%;0.00%;
FRANCE PARE BRISE PARR SERIE - 70454;SM_ANTENNEREUNION - 2020 - RECTANGLE - Exclu;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;FRANCE PARE BRISE;TF1 TF1;0;0;33.33;33.33;0.00;0.00;0;0.00%;0;0;33.33;33.33;0.00;0.00;0;0.00%;0.00%;0.00%;
GAMM VERT  - 68735;2020 - RG HABILLAGE - 2020 - HABILLAGE;Confirmée;Oui;02/08/2021;15/08/2021;02/08/2021;15/08/2021;AGRI DEV;AUFFRET Jerome;117321;117321;703.93;492.75;4.20;4.20;0;0.00%;117321;117321;703.93;492.75;4.20;4.20;0;0.00%;100.00%;0.00%;AOUT - RESEAU ASB HABILLAGE RG AR/LINFO/DTJ
GAMM VERT  - 68735;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;Confirmée;Oui;02/08/2021;15/08/2021;02/08/2021;15/08/2021;AGRI DEV;AUFFRET Jerome;43393;43393;260.36;182.25;4.20;4.20;0;0.00%;43393;43393;260.36;182.25;4.20;4.20;0;0.00%;100.00%;0.00%;AOUT - RESEAU ASB HABILLAGE RG AR/LINFO/DTJ
GAMM VERT  - 68873;AOÛT -  MASTHEAD RODZAFER;Confirmée;Oui;02/08/2021;15/08/2021;02/08/2021;15/08/2021;AGRI DEV;AUFFRET Jerome;0;0;300.00;300.00;0.00;0.00;0;0.00%;0;0;300.00;300.00;0.00;0.00;0;0.00%;0.00%;0.00%;
