Campagne;Nom;Etat;PAD;Date de début prévue;Date de fin prévue;Date de début diffusée;Date de fin diffusée;Annonceur;Responsable commercial;Volume total prévu;Volume payant prévu;Brut prévu;Net prévu;CPM Net payant prévu;CMP Net total prévu;Volume clic prévu;Taux clic prévu;Volume total diffusé;Volume payant diffusé;Brut diffusé;Net diffusé;CPM Net payant diffusé;CMP Net total diffusé;Volume clic diffusé;Taux clic diffusé;Taux d'avancement;Taux d'avancement date;Groupe d'insertions
ADIR PARR KLB - 71980;SM_ANTENNEREUNION emissions/emissions/kanal_la_blague - 2020 - MASTHEAD - Exclu;Confirmée;Non;01/10/2021;12/12/2021;01/10/2021;12/12/2021;ADIR;BOSC Florent;42154;42154;166,67;166,67;3,95;3,95;0;0,00%;35800;35800;166,67;166,67;4,66;4,66;0;0,00%;84,93%;93,93%;
ADIR PARR KLB - 71980;SM_ANTENNEREUNION emissions/emissions/kanal_la_blague - 2020 - LOGO - Exclu;Confirmée;Oui;01/10/2021;12/12/2021;01/10/2021;12/12/2021;ADIR;BOSC Florent;42154;42154;166,65;166,65;3,95;3,95;0;0,00%;35800;35800;166,65;166,65;4,66;4,66;0;0,00%;84,93%;93,93%;
AEROPORT ROLAND GARROS - 70120;2020 - RG RECTANGLE APPLI - 2020 - RECTANGLE APPLI;Confirmée;Oui;13/07/2021;19/07/2021;13/07/2021;19/07/2021;AEROPORT REUNION R.GARROS SA;BOURSIER Estelle;260000;260000;1248,00;832,00;3,20;3,20;0;0,00%;260000;260000;1248,00;832,00;3,20;3,20;0;0,00%;100,00%;100,00%;2021 RESEAU ASB RECTANGLE VIDEO RG AR/LINFO/DTJ/OR
AEROPORT ROLAND GARROS - 70120;2020 - RG RECTANGLE - 2020 - RECTANGLE;Confirmée;Oui;13/07/2021;19/07/2021;13/07/2021;19/07/2021;AEROPORT REUNION R.GARROS SA;BOURSIER Estelle;240000;240000;1152,00;768,00;3,20;3,20;0;0,00%;240000;240000;1152,00;768,00;3,20;3,20;0;0,00%;100,00%;100,00%;2021 RESEAU ASB RECTANGLE VIDEO RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 71781;DIFFUSION CATALOGUE RODZAFER;Réservée;Non;13/09/2021;19/09/2021;13/09/2021;19/09/2021;AGCV SAINT JOSEPH;BOURSIER Estelle;0;0;350,00;350,00;0,00;0,00;0;0,00%;0;0;350,00;350,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AGCV SAINT JO - 71785;MASTHEAD SUR RODZAFER ;Réservée;Non;05/02/2022;18/02/2022;05/02/2022;18/02/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;0;0;1500,00;1500,00;0,00;0,00;0;0,00%;0;0;1500,00;1500,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AGCV SAINT JO - 71786;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;06/12/2021;10/12/2021;06/12/2021;10/12/2021;AGCV SAINT JOSEPH;BOURSIER Estelle;84210;84210;421,05;360,00;4,28;4,28;0;0,00%;84210;84210;421,05;360,00;4,28;4,28;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 71786;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;06/12/2021;10/12/2021;06/12/2021;10/12/2021;AGCV SAINT JOSEPH;BOURSIER Estelle;91228;91228;456,14;390,00;4,28;4,28;0;0,00%;91228;91228;456,14;390,00;4,28;4,28;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 71786;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;19/12/2021;26/12/2021;19/12/2021;26/12/2021;AGCV SAINT JOSEPH;BOURSIER Estelle;91228;91228;456,14;390,00;4,27;4,28;0;0,00%;91228;91228;456,14;390,00;4,27;4,28;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR,
AGCV SAINT JO - 71786;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;19/12/2021;26/12/2021;19/12/2021;26/12/2021;AGCV SAINT JOSEPH;BOURSIER Estelle;84210;84210;421,05;360,00;4,28;4,28;0;0,00%;84210;84210;421,05;360,00;4,28;4,28;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR,
AGCV SAINT JO - 71787;2020 - RG RECTANGLE - 2020 - RECTANGLE;Réservée;Non;05/02/2022;18/02/2022;05/02/2022;18/02/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;175439;175439;842,11;720,00;4,10;4,10;0;0,00%;175439;175439;842,11;720,00;4,10;4,10;0;0,00%;100,00%;0,00%;2021 RESEAU ASB RECTANGLE VIDEO RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 71787;2020 - RG RECTANGLE APPLI - 2020 - RECTANGLE APPLI;Réservée;Non;05/02/2022;18/02/2022;05/02/2022;18/02/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;190058;190058;912,28;780,00;4,10;4,10;0;0,00%;190058;190058;912,28;780,00;4,10;4,10;0;0,00%;100,00%;0,00%;2021 RESEAU ASB RECTANGLE VIDEO RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;07/02/2022;13/02/2022;07/02/2022;13/02/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;07/02/2022;13/02/2022;07/02/2022;13/02/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;23/05/2022;28/05/2022;23/05/2022;28/05/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V2 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;23/05/2022;28/05/2022;23/05/2022;28/05/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V2 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;04/07/2022;10/07/2022;04/07/2022;10/07/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V3 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;04/07/2022;10/07/2022;04/07/2022;10/07/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V3 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;22/08/2022;28/08/2022;22/08/2022;28/08/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V4 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;22/08/2022;28/08/2022;22/08/2022;28/08/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V4 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;05/09/2022;11/09/2022;05/09/2022;11/09/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V5 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;05/09/2022;11/09/2022;05/09/2022;11/09/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;2021 V5 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;18/12/2022;24/12/2022;18/12/2022;24/12/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;152381;152381;761,91;480,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V6 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AGCV SAINT JO - 72743;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;18/12/2022;24/12/2022;18/12/2022;24/12/2022;AGCV SAINT JOSEPH;BOURSIER Estelle;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;165079;165079;825,40;520,00;3,15;3,15;0;0,00%;100,00%;0,00%;2021 V6 RESEAU ASB GRAND ANGLE RG AR/LINFO/DTJ/OR
AHMOD ALI - 67714;JUILLET DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/07/2021;31/07/2021;01/07/2021;31/07/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,34;83,34;0,00;0,00;0;0,00%;0;0;83,34;83,34;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;AOUT DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/08/2021;31/08/2021;01/08/2021;31/08/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;SEPTEMBRE DIFFUSION CATALOGUE ANNUEL RODZAFER>;Confirmée;Non;01/09/2021;30/09/2021;01/09/2021;30/09/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;OCTOBRE DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/10/2021;31/10/2021;01/10/2021;31/10/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;NOVEMBRE DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/11/2021;30/11/2021;01/11/2021;30/11/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;DECEMBRE DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/12/2021;31/12/2021;01/12/2021;31/12/2021;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;JANVIER DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/01/2022;31/01/2022;01/01/2022;31/01/2022;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;FEVRIER DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/02/2022;28/02/2022;01/02/2022;28/02/2022;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AHMOD ALI - 67714;MARS DIFFUSION CATALOGUE ANNUEL RODZAFER;Confirmée;Non;01/03/2022;31/03/2022;01/03/2022;31/03/2022;AHMOD ALI;AUFFRET Jerome;0;0;83,33;83,33;0,00;0,00;0;0,00%;0;0;83,33;83,33;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR AUSTRAL  BLACK FRIDAY - 73588;2020 - RG MASTHEAD - 2020 - MASTHEAD;Confirmée;Oui;23/11/2021;26/11/2021;23/11/2021;26/11/2021;AIR AUSTRAL ;BOSC Florent;165000;165000;495,00;346,50;2,10;2,10;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;2021 RESEAU ASB MASTHEAD RG AR/LINFO/OR
AIR AUSTRAL  BLACK FRIDAY - 73588;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;Confirmée;Oui;23/11/2021;26/11/2021;23/11/2021;26/11/2021;AIR AUSTRAL ;BOSC Florent;81000;81000;486,00;340,20;4,20;4,20;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;2021 RESEAU ASB HABILLAGE RG AR/LINFO/DTJ
AIR AUSTRAL  BLACK FRIDAY - 73588;2020 - RG MASTHEAD APPLI - 2020 - MASTHEAD APP;Confirmée;Oui;23/11/2021;26/11/2021;23/11/2021;26/11/2021;AIR AUSTRAL ;BOSC Florent;335000;335000;1005,00;703,50;2,10;2,10;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;2021 RESEAU ASB MASTHEAD RG AR/LINFO/OR
AIR AUSTRAL  BLACK FRIDAY - 73588;2020 - RG HABILLAGE - 2020 - HABILLAGE;Confirmée;Non;23/11/2021;26/11/2021;23/11/2021;26/11/2021;AIR AUSTRAL ;BOSC Florent;219000;219000;1314,00;919,80;4,20;4,20;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;2021 RESEAU ASB HABILLAGE RG AR/LINFO/DTJ
AIR FRANCE PARR TOUS EN CUISINE - 71841;PORTAIL ART 2014 /Programmes/Emissions/Tous en cuisine - Rectangle - 300x250 - Exclu;Confirmée;Non;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;133,34;133,34;0,00;0,00;0;0,00%;0;0;133,34;133,34;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71841;PORTAIL ART 2014 /Programmes/Emissions/Tous en cuisine, /Programmes/Emissions/Tous en cuisine, /Programmes/Emissions/Tous en cuisine - Logo - Taille Variable - Exclu;Confirmée;Non;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;133,32;133,32;0,00;0,00;0;0,00%;0;0;133,32;133,32;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71841;PORTAIL ART 2014 /Programmes/Emissions/Tous en cuisine - Masthead/Billboard - 970x250 - Exclu;Confirmée;Non;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;133,34;133,34;0,00;0,00;0;0,00%;0;0;133,34;133,34;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71841;PORTAIL ART 2014 /Programmes/Emissions/Tous en cuisine - Habillage - Taille variable selon le site - Exclu;Confirmée;Non;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;475,00;475,00;0,00;0,00;0;0,00%;0;0;475,00;475,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71842;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Confirmée;Oui;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;384000;384000;1920,00;1286,40;3,35;3,35;0;0,00%;384000;384000;1920,00;1286,40;3,35;3,35;0;0,00%;100,00%;100,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71842;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Confirmée;Oui;07/10/2021;25/11/2021;07/10/2021;25/11/2021;AIR FRANCE (REUNION);BOURSIER Estelle;416000;416000;2080,00;1393,60;3,35;3,35;0;0,00%;416000;416000;2080,00;1393,60;3,35;3,35;0;0,00%;100,00%;100,00%;
AIR FRANCE PARR TOUS EN CUISINE - 71842;publication facebook sponsorisé sur page ar.fr ou linfo.re;Confirmée;Non;07/10/2021;29/10/2021;07/10/2021;29/10/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;500,00;100,00;0,00;0,00;0;0,00%;0;0;500,00;100,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 72634;production billboard 6s en infographies voix féminine;Confirmée;Non;07/10/2021;07/10/2021;07/10/2021;07/10/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;890,00;890,00;0,00;0,00;0;0,00%;0;0;890,00;890,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE PARR TOUS EN CUISINE - 73338;production publi recette;Confirmée;Non;31/10/2021;31/10/2021;31/10/2021;31/10/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;3000,00;3000,00;0,00;0,00;0;0,00%;0;0;3000,00;3000,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE TOUS EN CUISINE - 71838;PROD FORMAT CO-BRANDE;Confirmée;Non;07/10/2021;07/10/2021;07/10/2021;07/10/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;160,00;160,00;0,00;0,00;0;0,00%;0;0;160,00;160,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIR FRANCE TOUS EN CUISINE - 71838;BOOST FACEBOOK;Confirmée;Non;07/10/2021;07/10/2021;07/10/2021;07/10/2021;AIR FRANCE (REUNION);BOURSIER Estelle;0;0;60,00;60,00;0,00;0,00;0;0,00%;0;0;60,00;60,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74256;1 PUBLICATION INSTAGRAM;Réservée;Non;03/01/2022;16/01/2022;03/01/2022;16/01/2022;AIRLISE;CATHERINE Kevin;0;0;500,00;0,00;0,00;0,00;0;0,00%;0;0;500,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74256;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;Réservée;Non;03/01/2022;16/01/2022;03/01/2022;16/01/2022;AIRLISE;CATHERINE Kevin;171600;171600;858,00;624,00;3,64;3,64;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;GRAND ANGLE CO-BRANDE LINFO/AR/DTJ
AIRLISE - 74256;2020 - NATIVE LINFO - 2020 - NATIVE;Réservée;Non;03/01/2022;16/01/2022;03/01/2022;16/01/2022;AIRLISE;CATHERINE Kevin;230000;230000;1150,00;795,00;3,46;3,46;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74256; 1 PUBLICATION FACEBOOK;Réservée;Non;03/01/2022;16/01/2022;03/01/2022;16/01/2022;AIRLISE;CATHERINE Kevin;0;0;500,00;0,00;0,00;0,00;0;0,00%;0;0;500,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74256;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;Réservée;Non;03/01/2022;16/01/2022;03/01/2022;16/01/2022;AIRLISE;CATHERINE Kevin;158400;158400;792,00;576,00;3,64;3,64;0;0,00%;0;0;0,00;0,00;0,00;0,00;0;0,00%;0,00%;0,00%;GRAND ANGLE CO-BRANDE LINFO/AR/DTJ
AIRLISE - 74257;PRODUCTION FORMATS COBRANDES;Réservée;Non;03/01/2022;03/01/2022;03/01/2022;03/01/2022;AIRLISE;CATHERINE Kevin;0;0;130,00;130,00;0,00;0,00;0;0,00%;0;0;130,00;130,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74257;MISE EN OEUVRE DE L'ARTICLE SPONSO;Réservée;Non;03/01/2022;03/01/2022;03/01/2022;03/01/2022;AIRLISE;CATHERINE Kevin;0;0;100,00;100,00;0,00;0,00;0;0,00%;0;0;100,00;100,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74257;REDACTION ARTICLE ET PUBLICATION;Réservée;Non;03/01/2022;03/01/2022;03/01/2022;03/01/2022;AIRLISE;CATHERINE Kevin;0;0;50,00;50,00;0,00;0,00;0;0,00%;0;0;50,00;50,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74257;BOOST FACEBOOK;Réservée;Non;03/01/2022;03/01/2022;03/01/2022;03/01/2022;AIRLISE;CATHERINE Kevin;0;0;150,00;150,00;0,00;0,00;0;0,00%;0;0;150,00;150,00;0,00;0,00;0;0,00%;0,00%;0,00%;
AIRLISE - 74257;MODERATION PUBLICATION;Réservée;Non;03/01/2022;03/01/2022;03/01/2022;03/01/2022;AIRLISE;CATHERINE Kevin;0;0;75,00;75,00;0,00;0,00;0;0,00%;0;0;75,00;75,00;0,00;0,00;0;0,00%;0,00%;0,00%;
ANIMARUN PRES DE CHEZ VOUS - 70503;BOOST FACEBOOK;Confirmée;Non;26/07/2021;26/07/2021;26/07/2021;26/07/2021;LA POUSSINIERE SARL;NAYAGOM Alexandre;0;0;10,00;10,00;0,00;0,00;0;0,00%;0;0;10,00;10,00;0,00;0,00;0;0,00%;0,00%;0,00%;
ANIMARUN PRES DE CHEZ VOUS - 70503;PRODUCTION SPOT;Confirmée;Non;26/07/2021;26/07/2021;26/07/2021;26/07/2021;LA POUSSINIERE SARL;NAYAGOM Alexandre;0;0;200,00;200,00;0,00;0,00;0;0,00%;0;0;200,00;200,00;0,00;0,00;0;0,00%;0,00%;0,00%;
ANIMARUN VU SUR ANTENNE - 74545;production vo;Réservée;Non;10/12/2021;10/12/2021;10/12/2021;10/12/2021;LA POUSSINIERE SARL;NAYAGOM Alexandre;0;0;40,00;40,00;0,00;0,00;0;0,00%;0;0;40,00;40,00;0,00;0,00;0;0,00%;0,00%;0,00%;
