campagne;campagne_(filtres);nom;format;etat;PAD;date_de_debut_prevue;date_de_fin_prevue;annonceur;Responsable commercial;volume_total_prevu;Groupe d'insertions
RSMA - 58703;RSMA - 58703;OR- RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;150000;20-RESEAU ASB-GRAND ANGLE RG
RSMA - 58703;RSMA - 58703;GRAND ANGLE SUR APP LINFO/AR;GRAND ANGLE;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;80000;20-RESEAU ASB-GRAND ANGLE RG
RSMA - 58703;RSMA - 58703;AR - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;250000;20-RESEAU ASB-GRAND ANGLE RG
RSMA - 58703;RSMA - 58703;OR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;53750;20-RESEAU ASB-INTERSTITIEL RG
RSMA - 58703;RSMA - 58703;DTJ - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;8600;20-RESEAU ASB-INTERSTITIEL RG
RSMA - 58703;RSMA - 58703;INTERSTITIEL SUR APP ACTU REUNION;INTERSTITIEL;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;10750;20-RESEAU ASB-INTERSTITIEL RG
RSMA - 58703;RSMA - 58703;INTERSTITIEL SUR APP LINFO/AR;INTERSTITIEL;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;36550;20-RESEAU ASB-INTERSTITIEL RG
RSMA - 58703;RSMA - 58703;AR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;105350;20-RESEAU ASB-INTERSTITIEL RG
RSMA - 58703;RSMA - 58703;DISPO INFLUENCEUR : instream 15s M6;INSTREAM;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;28000;
RSMA - 58703;RSMA - 58703;DISPO INFLUENCEUR : instream 15s DAILYMOTION;INSTREAM;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;29750;
RSMA - 58703;RSMA - 58703;DISPO INFLUENCEUR : instream 15s AR/LINFO/;INSTREAM;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;94500;
RSMA - 58703;RSMA - 58703;DISPO INFLUENCEUR : PUBLICATION FACEBOOK;-;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;0;
RSMA - 58703;RSMA - 58703;DISPO INFLUENCEUR : instream 15s TF1;INSTREAM;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;22750;
SAINT ROLAN - 59947;SAINT ROLAN - 59947;MASTHEAD SUR APPLI ACTU REUNION;MASTHEAD;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;12500;2020 RESEAU ASB MASTHEAD RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;62500;2020 RESEAU ASB MASTHEAD RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;42500;2020 RESEAU ASB MASTHEAD RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;132500;2020 RESEAU ASB MASTHEAD RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;8000;2020 RESEAU ASB GRAND ANGLE RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;60000;2020 RESEAU ASB GRAND ANGLE RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;32000;2020 RESEAU ASB GRAND ANGLE RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;100000;2020 RESEAU ASB GRAND ANGLE RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;6000;2020 RESEAU ASB INTERSTITIEL RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;7500;2020 RESEAU ASB INTERSTITIEL RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;37500;2020 RESEAU ASB INTERSTITIEL RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;25500;2020 RESEAU ASB INTERSTITIEL RG
SAINT ROLAN - 59947;SAINT ROLAN - 59947;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;14/07/2020;17/07/2020;SAINT ROLAN;BONJOUR Cyrille;73500;2020 RESEAU ASB INTERSTITIEL RG
SCENTER - 60169;SCENTER - 60169;OUVERTURES CATALOGUE - OUVERTURE CATALOGUE;-;Confirmee;Non;08/07/2020;17/07/2020;RAVATE DISTRIBUTION ;AUFFRET Jerome;0;
S'CENTER PAR METEO - 64086;S'CENTER PAR METEO - 64086;SM_ANTENNEREUNION, SM_LINFO.re - 2020 - RECTANGLE - Exclu;-;Reservee;Non;01/12/2020;31/12/2020;RAVATE DISTRIBUTION ;BOURSIER Estelle;34537721;
S'CENTER PAR METEO - 64086;S'CENTER PAR METEO - 64086;SM_ANTENNEREUNION, SM_LINFO.re - 2020 - MASTHEAD - Exclu;-;Reservee;Non;01/12/2020;31/12/2020;RAVATE DISTRIBUTION ;BOURSIER Estelle;34537721;
S'CENTER PAR METEO - 64086;S'CENTER PAR METEO - 64086;SM_ANTENNEREUNION, SM_LINFO.re - 2020 - LOGO - Exclu;LOGO;Reservee;Non;01/12/2020;31/12/2020;RAVATE DISTRIBUTION ;BOURSIER Estelle;34537721;
S'CENTER PAR METEO - 64086;S'CENTER PAR METEO - 64086;SM_ANTENNEREUNION, SM_LINFO.re - 2020 - HABILLAGE - Exclu;HABILLAGE;Confirmee;Non;01/12/2020;31/12/2020;RAVATE DISTRIBUTION ;BOURSIER Estelle;34537721;
SCHWEPPES - 61471;SCHWEPPES - 61471;FRAIS TECHNIQUES;-;Confirmee;Non;01/09/2020;01/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;0;
SCHWEPPES - 61847;SCHWEPPES - 61847;instream video 15s M6;INSTREAM;Confirmee;Non;07/09/2020;20/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;20430;
SCHWEPPES - 61847;SCHWEPPES - 61847;instream video 15s linfo/ar;INSTREAM;Confirmee;Non;07/09/2020;20/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;61037;
SCHWEPPES - 61847;SCHWEPPES - 61847;instream video 15s dailymotion;INSTREAM;Confirmee;Non;07/09/2020;20/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;21684;
SCHWEPPES - 61847;SCHWEPPES - 61847;instream video 15s TF1;INSTREAM;Confirmee;Non;07/09/2020;20/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;16466;
SCHWEPPES - 61997;SCHWEPPES - 61997;instream video 15s linfo/ar/tf1/m6/dailymotion;INSTREAM;Confirmee;Non;02/11/2020;15/11/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;119617;
SCHWEPPES - 62590;SCHWEPPES - 62590;FRAIS TECHNIQUES MIS AU FORMAT SPOT;-;Confirmee;Non;24/09/2020;24/09/2020;BRASSERIES DE BOURBON;VIRAMOUTOU David;0;
SFR - 59720;SFR - 59720;DIFFUSION CATALOGUE;-;Confirmee;Non;27/07/2020;15/08/2020;SRR;AUFFRET Jerome;3333;
SFR - 59720;SFR - 59720;2 PUSHS;-;Confirmee;Non;27/07/2020;05/08/2020;SRR;AUFFRET Jerome;0;
SFR - 63224;SFR - 63224;INTERSTITIEL;-;Reservee;Non;23/11/2020;06/12/2020;SRR;AUFFRET Jerome;0;
SFR - 63224;SFR - 63224;OUVERTURE CATALOGUE RODZAFER;-;Reservee;Non;23/11/2020;28/12/2020;SRR;AUFFRET Jerome;0;
SFR - 63224;SFR - 63224;2 PUSHS;-;Reservee;Non;24/11/2020;30/11/2020;SRR;AUFFRET Jerome;0;
SFR  LE CLUB ANNIVERSAIRE - 61930;SFR  LE CLUB ANNIVERSAIRE - 61930;PREROLL 20S TF1;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;SRR;BOURSIER Estelle;21215;PREROLL 20S AR/LINFO/TF1/M6/DAILYMOTION
SFR  LE CLUB ANNIVERSAIRE - 61930;SFR  LE CLUB ANNIVERSAIRE - 61930;PREROLL 20S M6;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;SRR;BOURSIER Estelle;38249;PREROLL 20S AR/LINFO/TF1/M6/DAILYMOTION
SFR  LE CLUB ANNIVERSAIRE - 61930;SFR  LE CLUB ANNIVERSAIRE - 61930;PREROLL 20S AR/LINFO;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;SRR;BOURSIER Estelle;83271;PREROLL 20S AR/LINFO/TF1/M6/DAILYMOTION
SFR  LE CLUB ANNIVERSAIRE - 61930;SFR  LE CLUB ANNIVERSAIRE - 61930;PREROLL 20S DAILYMOTION;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;SRR;BOURSIER Estelle;37045;PREROLL 20S AR/LINFO/TF1/M6/DAILYMOTION
SFR BLACK FRIDAY - 63769;SFR BLACK FRIDAY - 63769;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Confirmee;Non;27/11/2020;29/11/2020;SRR;BOURSIER Estelle;94500;20-RESEAU ASB-HABILLAGE RG (h/Orange run)
SFR BLACK FRIDAY - 63769;SFR BLACK FRIDAY - 63769;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Confirmee;Non;27/11/2020;29/11/2020;SRR;BOURSIER Estelle;255500;20-RESEAU ASB-HABILLAGE RG (h/Orange run)
SFR BLACK FRIDAY RED - 63963;SFR BLACK FRIDAY RED - 63963;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;23/11/2020;29/11/2020;SRR;BOURSIER Estelle;95429;
SFR BON PLAN - 61700;SFR BON PLAN - 61700;2016 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;07/09/2020;20/09/2020;SRR;BOURSIER Estelle;20050;20-RESEAU ASB-INTERSTITIEL RG (H/orange run)
SFR BON PLAN - 61700;SFR BON PLAN - 61700;interstitiel sur app linfo/ar ;INTERSTITIEL;Confirmee;Non;07/09/2020;20/09/2020;SRR;BOURSIER Estelle;150376;20-RESEAU ASB-INTERSTITIEL RG (H/orange run)
SFR BON PLAN - 61700;SFR BON PLAN - 61700;2016 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;07/09/2020;20/09/2020;SRR;BOURSIER Estelle;330827;20-RESEAU ASB-INTERSTITIEL RG (H/orange run)
SFR BON PLAN - 61700;SFR BON PLAN - 61700;2016 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;07/09/2020;13/09/2020;SRR;BOURSIER Estelle;50125;20-RESEAU ASB-HABILLAGE RG (h/orange run)
SFR BON PLAN - 61700;SFR BON PLAN - 61700;2016 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;07/09/2020;13/09/2020;SRR;BOURSIER Estelle;1203007;20-RESEAU ASB-HABILLAGE RG (h/orange run)
SFR BOX ANNIVERSAIRE - 60205;SFR BOX ANNIVERSAIRE - 60205;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;10105;2020 RESEAU ASB INTERSTITIEL HORS OR
SFR BOX ANNIVERSAIRE - 60205;SFR BOX ANNIVERSAIRE - 60205;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;75790;2020 RESEAU ASB INTERSTITIEL HORS OR
SFR BOX ANNIVERSAIRE - 60205;SFR BOX ANNIVERSAIRE - 60205;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;166737;2020 RESEAU ASB INTERSTITIEL HORS OR
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;DTJ - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;01/07/2020;07/07/2020;SRR;BOURSIER Estelle;11696;20-RESEAU ASB-INTERSTITIEL VIDEO RG 10S
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;interstitel video sur app linfo/ar;INTERSTITIEL;Confirmee;Non;01/07/2020;07/07/2020;SRR;BOURSIER Estelle;87719;20-RESEAU ASB-INTERSTITIEL VIDEO RG 10S
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;AR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;01/07/2020;07/07/2020;SRR;BOURSIER Estelle;192982;20-RESEAU ASB-INTERSTITIEL VIDEO RG 10S
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;<INSTREAM VIDEO 10S TF1;INSTREAM;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;18668;
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;INSTREAM VIDEO 10S  M6;INSTREAM;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;31000;
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;<INSTREAM VIDEO 10S LINFO/AR;INSTREAM;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;67268;
SFR BOX OFFRE COUP DE POING - 59951;SFR BOX OFFRE COUP DE POING - 59951;INSTREAM VIDEO 10S  DAILYMOTION;INSTREAM;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;53946;
SFR BOX SUPREME SPORT ET DIV - 63767;SFR BOX SUPREME SPORT ET DIV - 63767;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Confirmee;Non;17/11/2020;30/11/2020;SRR;BOURSIER Estelle;61155;20-RESEAU ASB-INTERSTITIEL VIDEO 15S (h/orange)
SFR BOX SUPREME SPORT ET DIV - 63767;SFR BOX SUPREME SPORT ET DIV - 63767;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Confirmee;Non;17/11/2020;30/11/2020;SRR;BOURSIER Estelle;129955;20-RESEAU ASB-INTERSTITIEL VIDEO 15S (h/orange)
SFR BOX SUPREME SPORT ET DIV - 63767;SFR BOX SUPREME SPORT ET DIV - 63767;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Confirmee;Non;17/11/2020;30/11/2020;SRR;BOURSIER Estelle;105263;20-RESEAU ASB-HABILLAGE RG (H/ORANGE)
SFR BOX SUPREME SPORT ET DIV - 63767;SFR BOX SUPREME SPORT ET DIV - 63767;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Confirmee;Non;17/11/2020;30/11/2020;SRR;BOURSIER Estelle;284600;20-RESEAU ASB-HABILLAGE RG (H/ORANGE)
SFR CAMPAGNE PROMO FORFAIT - 62160;SFR CAMPAGNE PROMO FORFAIT - 62160;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;01/10/2020;07/10/2020;SRR;BOURSIER Estelle;5810;2020 RESEAU ASB INTERSTITIEL VIDEO HORS OR
SFR CAMPAGNE PROMO FORFAIT - 62160;SFR CAMPAGNE PROMO FORFAIT - 62160;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;01/10/2020;07/10/2020;SRR;BOURSIER Estelle;43573;2020 RESEAU ASB INTERSTITIEL VIDEO HORS OR
SFR CAMPAGNE PROMO FORFAIT - 62160;SFR CAMPAGNE PROMO FORFAIT - 62160;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;01/10/2020;07/10/2020;SRR;BOURSIER Estelle;95860;2020 RESEAU ASB INTERSTITIEL VIDEO HORS OR
SFR CAMPAGNE PROMO FORFAIT - 62160;SFR CAMPAGNE PROMO FORFAIT - 62160;DTJ 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;01/10/2020;11/10/2020;SRR;BOURSIER Estelle;21098;2020 RESEAU ASB HABILLAGE HORS OR
SFR CAMPAGNE PROMO FORFAIT - 62160;SFR CAMPAGNE PROMO FORFAIT - 62160;AR 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;01/10/2020;11/10/2020;SRR;BOURSIER Estelle;506364;2020 RESEAU ASB HABILLAGE HORS OR
SFR CLUB VACANCES - 59677;SFR CLUB VACANCES - 59677;2016 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;238527;20-RESEAU ASB-INTERSTITIEL RG (h/orange run)
SFR CLUB VACANCES - 59677;SFR CLUB VACANCES - 59677;dtj - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;14456;20-RESEAU ASB-INTERSTITIEL RG (h/orange run)
SFR CLUB VACANCES - 59677;SFR CLUB VACANCES - 59677;interstitiel sur app linfo/ar;INTERSTITIEL;Confirmee;Non;08/07/2020;14/07/2020;SRR;BOURSIER Estelle;108421;20-RESEAU ASB-INTERSTITIEL RG (h/orange run)
SFR CLUB VACANCES - 59677;SFR CLUB VACANCES - 59677;masthead sur APP linfo/ar;MASTHEAD;Confirmee;Non;15/07/2020;26/07/2020;SRR;BOURSIER Estelle;300000;20-RESEAU ASB-MASTHEAD RG (H/ORANGE RUN)
SFR CLUB VACANCES - 59677;SFR CLUB VACANCES - 59677;ar - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;15/07/2020;26/07/2020;SRR;BOURSIER Estelle;700000;20-RESEAU ASB-MASTHEAD RG (H/ORANGE RUN)
SFR FFT ABSOLU 4G PROLONGATION - 63315;SFR FFT ABSOLU 4G PROLONGATION - 63315;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Confirmee;Non;01/11/2020;07/11/2020;SRR;BOURSIER Estelle;94474;
SFR FFT ABSOLU 4G PROLONGATION - 63315;SFR FFT ABSOLU 4G PROLONGATION - 63315;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Confirmee;Non;01/11/2020;07/11/2020;SRR;BOURSIER Estelle;255429;
SFR MOBILE JUILLET AOUT - 60330;SFR MOBILE JUILLET AOUT - 60330;INSTREAM 25S DAILYMOTION;INSTREAM;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;16150;INSTREAM 25S AR/LINFO/TF1/M6/DAILYMOTION
SFR MOBILE JUILLET AOUT - 60330;SFR MOBILE JUILLET AOUT - 60330;INSTREAM 25S M6;INSTREAM;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;16150;INSTREAM 25S AR/LINFO/TF1/M6/DAILYMOTION
SFR MOBILE JUILLET AOUT - 60330;SFR MOBILE JUILLET AOUT - 60330;INSTREAM 25S TF1;INSTREAM;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;14131;INSTREAM 25S AR/LINFO/TF1/M6/DAILYMOTION
SFR MOBILE JUILLET AOUT - 60330;SFR MOBILE JUILLET AOUT - 60330;INSTREAM 25S AR/LINFO ;INSTREAM;Confirmee;Non;27/07/2020;05/08/2020;SRR;BOURSIER Estelle;54507;INSTREAM 25S AR/LINFO/TF1/M6/DAILYMOTION
SFR MON NOEL IDEAL - 63987;SFR MON NOEL IDEAL - 63987;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Confirmee;Non;25/11/2020;07/12/2020;SRR;BOURSIER Estelle;87720;20-RESEAU ASB-HABILLAGE RG
SFR MON NOEL IDEAL - 63987;SFR MON NOEL IDEAL - 63987;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Confirmee;Non;25/11/2020;07/12/2020;SRR;BOURSIER Estelle;237169;20-RESEAU ASB-HABILLAGE RG
SFR MON NOEL IDEAL - 63987;SFR MON NOEL IDEAL - 63987;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Confirmee;Non;25/11/2020;07/12/2020;SRR;BOURSIER Estelle;34655;20-RESEAU ASB-INTERSTITIEL VIDEO 15S RG
SFR MON NOEL IDEAL - 63987;SFR MON NOEL IDEAL - 63987;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Confirmee;Non;25/11/2020;07/12/2020;SRR;BOURSIER Estelle;73641;20-RESEAU ASB-INTERSTITIEL VIDEO 15S RG
SFR RED MEGA - 60129;SFR RED MEGA - 60129;PREROLL 15S AR/LINFO;INSTREAM;Confirmee;Non;13/07/2020;25/07/2020;SRR;BOURSIER Estelle;102529;PREROLL 15S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 60129;SFR RED MEGA - 60129;PREROLL 15S TF1;INSTREAM;Confirmee;Non;13/07/2020;25/07/2020;SRR;BOURSIER Estelle;24234;PREROLL 15S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 60129;SFR RED MEGA - 60129;PREROLL 15S M6;INSTREAM;Confirmee;Non;13/07/2020;25/07/2020;SRR;BOURSIER Estelle;18641;PREROLL 15S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 60129;SFR RED MEGA - 60129;PREROLL 15S DAILYMOTION;INSTREAM;Confirmee;Non;13/07/2020;25/07/2020;SRR;BOURSIER Estelle;41012;PREROLL 15S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 61580;SFR RED MEGA - 61580;INSTREAM 27S M6;INSTREAM;Confirmee;Non;01/09/2020;11/09/2020;SRR;BOURSIER Estelle;18331;INSTREAM 27S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 61580;SFR RED MEGA - 61580;INSTREAM 27S TF1;INSTREAM;Confirmee;Non;01/09/2020;11/09/2020;SRR;BOURSIER Estelle;11578;INSTREAM 27S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 61580;SFR RED MEGA - 61580;INSTREAM 27S DAILYMOTION;INSTREAM;Confirmee;Non;01/09/2020;11/09/2020;SRR;BOURSIER Estelle;16401;INSTREAM 27S AR/LINFO/TF1/M6/DAILYMOTION
SFR RED MEGA - 61580;SFR RED MEGA - 61580;INSTREAM 27S AR/LINFO;INSTREAM;Confirmee;Non;01/09/2020;11/09/2020;SRR;BOURSIER Estelle;50170;INSTREAM 27S AR/LINFO/TF1/M6/DAILYMOTION
SFR TV8 - 63701;SFR TV8 - 63701;INSTREAM - PREROLL 30S  UNIQUEMENT;INSTREAM;Confirmee;Non;15/11/2020;22/11/2020;SRR;BOURSIER Estelle;63153;
SHEEFOU - 58482;SHEEFOU - 58482;INTERSTITIEL;-;Confirmee;Non;01/08/2020;15/08/2020;POUSTAGUA;AUFFRET Jerome;0;
SHEEFOU - 58482;SHEEFOU - 58482;SLIDERS;-;Confirmee;Non;01/08/2020;15/08/2020;POUSTAGUA;AUFFRET Jerome;0;
SHEEFOU - 61893;SHEEFOU - 61893;SLIDER;-;Confirmee;Non;04/09/2020;20/09/2020;POUSTAGUA;AUFFRET Jerome;0;
SHEEFOU - 61893;SHEEFOU - 61893;INTERSTITIEL;-;Confirmee;Non;04/09/2020;20/09/2020;POUSTAGUA;AUFFRET Jerome;0;
SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;PORTAIL ART 2014 - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;21/08/2020;25/09/2020;POUSTAGUA;BOURSIER Estelle;1302163;
SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;PORTAIL ART 2014 - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;21/08/2020;25/09/2020;POUSTAGUA;BOURSIER Estelle;176654;
SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;PORTAIL ART 2014 - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;21/08/2020;25/09/2020;POUSTAGUA;BOURSIER Estelle;2426642;
SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;SHEEFOU PAR SOIREE HUMOUR LOCAL - 61303;PORTAIL ART 2014 - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;21/08/2020;25/09/2020;POUSTAGUA;BOURSIER Estelle;171345;
SHEEFOU PARR KAZ PEI - 59995;SHEEFOU PARR KAZ PEI - 59995;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/07/2020;31/07/2020;POUSTAGUA;BOURSIER Estelle;305;
